Player,Country,League,1990/1991,1991/1992,1992/1993,1993/1994,1994/1995,1995/1996,1996/1997,1997/1998,1998/1999,1999/2000,2000/2001,2001/2002,2002/2003,2003/2004,2004/2005,2005/2006,2006/2007,2007/2008,2008/2009,2009/2010,2010/2011,2011/2012,2012/2013,2013/2014,2014/2015,2015/2016,2016/2017,2017/2018,2018/2019
Sebastian Prödl,Austria,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,1 ,2 ,1 ,2 ,3 ,0,0,0,0
Ronny,Brazil,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4 ,3 ,0,0,0,0
Elkin Soto,Colombia,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,4 ,1 ,1 ,1 ,3 ,0,0,0,0
Zoltán Stieber,Hungary,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 ,0,3 ,0,0,0,0
Christian Fuchs,Austria,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,4 ,0,2 ,0,0,2 ,0,0,0,0
Pierre-Emile Højbjerg,Denmark,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0
Uwe Hünemeier,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0
Marcell Jansen,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,3 ,1 ,0,3 ,6 ,2 ,5 ,1 ,1 ,2 ,0,0,0,0
Ragnar Klavan,Estonia,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,2 ,0,0,0,0
Srđan Lakić,Croatia,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16 ,0,4 ,0,2 ,0,0,0,0
Lucas Piazón,Brazil,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0
Assani Lukimya,Congo DR,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,2 ,0,0,0,0
Roman Neustädter,Russia,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,3 ,2 ,2 ,0,0,0,0
Paweł Olkowski,Poland,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0
Neven Subotić,Serbia,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6 ,3 ,1 ,0,3 ,0,2 ,0,0,0,0
Levent Ayçiçek,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,1 ,0,0,0,0
Roel Brouwers,Netherlands,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,8 ,1 ,0,1 ,0,1 ,0,0,0,0
Marnon Busch,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0
Luca Caldirola,Italy,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0
Deyverson,Brazil,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0
Júnior Díaz,Costa Rica,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,1 ,0,0,0,0
Nikola Đurđić,Serbia,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5 ,0,1 ,0,0,0,0
Bård Finne,Norway,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0
Carlos Gruezo,Ecuador,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0
Ceyhun Gülselam,Turkey,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0
Jens Hegeler,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 ,1 ,3 ,0,1 ,0,0,0,0
John Heitinga,Netherlands,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0
Marwin Hitz,Switzerland,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0
Marco Höger,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,3 ,2 ,1 ,0,0,0,0
Immanuel Höhn,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0
Takashi Inui,Japan,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6 ,0,1 ,0,0,0,0
Tony Jantschke,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,1 ,1 ,1 ,1 ,0,0,0,0
Václav Kadlec,Czech Republic,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5 ,1 ,0,0,0,0
Sebastian Kerk,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0
Süleyman Koç,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0
Stefan Kutschke,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,1 ,0,0,0,0
Sebastian Langkamp,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,4 ,0,0,1 ,0,0,0,0
Moritz Leitner,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,1 ,0,0,0,0
Melvyn Lorenzen,Uganda,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0
Sascha Mölders,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5 ,10 ,2 ,1 ,0,0,0,0
Marcel Ndjeng,Cameroon,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,1 ,0,0,1 ,0,0,0,0
Edgar Prib,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 ,2 ,1 ,0,0,0,0
Simon Rolfes,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7 ,3 ,8 ,3 ,4 ,5 ,3 ,3 ,4 ,1 ,0,0,0,0
Mahir Sağlık,Turkey,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0,1 ,0,0,0,0
Daniel Schwaab,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0
Pirmin Schwegler,Switzerland,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 ,1 ,0,2 ,0,1 ,0,0,0,0
Xherdan Shaqiri,Switzerland,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4 ,6 ,1 ,0,0,0,0
Oliver Sorg,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,1 ,0,0,0,0
Emir Spahić,Bosnia-Herzegovina,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,1 ,0,0,0,0
Nelson Valdez,Paraguay,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,5 ,7 ,9 ,1 ,3 ,7 ,5 ,0,0,0,0,1 ,0,0,0,0
Kevin Vogt,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,1 ,1 ,0,0,0,0
Marc Vucinovic,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0
Jens Wemmer,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0
Didier Ya Konan,Ivory Coast,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9 ,14 ,6 ,7 ,3 ,1 ,0,0,0,0
Mario Mandžukić,Croatia,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8 ,12 ,15 ,18 ,0,0,0,0,0
Jefferson Farfán,Peru,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9 ,8 ,3 ,4 ,6 ,9 ,0,0,0,0,0
Domi Kumbela,Congo DR,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9 ,0,0,0,0,0
Juan Arango,Venezuela,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,4 ,6 ,5 ,8 ,0,0,0,0,0
Mame Diouf,Senegal,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6 ,12 ,8 ,0,0,0,0,0
Maximilian Beister,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 ,5 ,0,0,0,0,0
Eljero Elia,Netherlands,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5 ,2 ,0,0,4 ,0,0,0,0,0
Jan Hochscheidt,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4 ,0,0,0,0,0
Emre Can,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,3 ,0,0,0,0,0
Diego,Brazil,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 ,13 ,12 ,0,6 ,0,10 ,3 ,0,0,0,0,0
Johannes Flum,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,2 ,3 ,1 ,3 ,0,0,0,0,0
Karim Guédé,Slovakia,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,1 ,3 ,0,0,0,0,0
Adam Hloušek,Czech Republic,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,3 ,0,0,0,0,0
Per Nilsson,Sweden,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,6 ,3 ,0,0,0,0,0
Chinedu Obasi,Nigeria,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6 ,7 ,0,1 ,0,3 ,0,0,0,0,0
Julian Schuster,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,3 ,1 ,1 ,3 ,0,0,0,0,0
Heiko Westermann,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,3 ,4 ,6 ,2 ,2 ,1 ,3 ,3 ,0,0,0,0,0
Filip Daems,Belgium,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,1 ,4 ,3 ,1 ,2 ,0,0,0,0,0
Sebastian Freis,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8 ,9 ,3 ,1 ,3 ,1 ,2 ,0,0,0,0,0
Mike Hanke,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,5 ,8 ,8 ,10 ,4 ,2 ,4 ,8 ,4 ,2 ,0,0,0,0,0
Kai Herdling,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0
Benjamin Kessel,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0
Toni Kroos,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,9 ,1 ,4 ,6 ,2 ,0,0,0,0,0
Robbie Kruse,Australia,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4 ,2 ,0,0,0,0,0
Junior Malanda,Belgium,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0
Arkadiusz Milik,Poland,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0
Christoph Moritz,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,2 ,0,0,0,0,0
Håvard Nielsen,Norway,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0
Torsten Oehrl,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4 ,1 ,2 ,0,0,0,0,0
Jan Rosenthal,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6 ,4 ,0,1 ,5 ,2 ,4 ,2 ,0,0,0,0,0
Antonio Rüdiger,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0
Benedikt Saller,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0
Per Skjelbred,Norway,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0
Martin Stranzl,Austria,Bundesliga,0,0,0,0,0,0,0,0,0,0,1 ,1 ,2 ,0,1 ,0,0,0,0,0,1 ,0,5 ,2 ,0,0,0,0,0
Jacques Zoua,Cameroon,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0
Mohammed Abdellaoue,Norway,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 ,11 ,8 ,1 ,0,0,0,0,0
Orhan Ademi,Switzerland,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0
Tolgay Arslan,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,1 ,0,0,0,0,0
Milan Badelj,Croatia,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,1 ,0,0,0,0,0
Arthur Boka,Ivory Coast,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,2 ,0,1 ,1 ,0,0,0,0,0
Mirko Boland,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0
Cacau,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,6 ,2 ,4 ,12 ,4 ,13 ,9 ,7 ,13 ,8 ,8 ,1 ,1 ,0,0,0,0,0
Campaña,Spain,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0
Tolga Ciğerci,Turkey,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0
Eren Derdiyok,Switzerland,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12 ,6 ,7 ,1 ,1 ,0,0,0,0,0
Domínguez,Spain,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,1 ,0,0,0,0,0
Mehmet Ekici,Turkey,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 ,1 ,2 ,1 ,0,0,0,0,0
Omar Elabdellaoui,Norway,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0
Felipe Santana,Brazil,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4 ,0,0,1 ,1 ,1 ,0,0,0,0,0
Manuel Friedrich,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,3 ,0,4 ,3 ,3 ,0,1 ,0,1 ,0,0,0,0,0
Kevin Großkreutz,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5 ,8 ,7 ,2 ,1 ,0,0,0,0,0
Karim Haggui,Tunisia,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,1 ,2 ,1 ,3 ,1 ,1 ,0,0,0,0,0
Roberto Hilbert,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7 ,4 ,3 ,2 ,0,0,0,1 ,0,0,0,0,0
Petr Jiráček,Czech Republic,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,1 ,1 ,0,0,0,0,0
Jermaine Jones,USA,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,1 ,3 ,0,1 ,0,1 ,1 ,0,0,0,0,0
Sebastian Kehl,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,2 ,3 ,0,1 ,4 ,1 ,0,3 ,5 ,1 ,0,3 ,0,1 ,0,0,0,0,0
Oliver Kirch,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 ,0,0,0,1 ,0,1 ,0,0,0,0,0
Levan Kobiashvili,Georgia,Bundesliga,0,0,0,0,0,0,0,0,3 ,6 ,7 ,4 ,0,0,3 ,1 ,3 ,1 ,0,1 ,0,2 ,0,1 ,0,0,0,0,0
Kevin Kratz,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0
Pavel Krmaš,Czech Republic,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,2 ,1 ,0,0,0,0,0
Felix Kroos,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0
Zhi Gin Lam,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0
Martin Lanig,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4 ,0,2 ,0,3 ,1 ,0,0,0,0,0
Cédric Makiadi,Congo DR,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,3 ,0,0,3 ,0,6 ,3 ,1 ,0,0,0,0,0
Peniel Mlapa,Togo,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4 ,1 ,2 ,1 ,0,0,0,0,0
Ludovic Obraniak,Poland,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0
Joo-ho Park,South Korea,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0
Shawn Parker,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 ,1 ,0,0,0,0,0
Tomáš Pekhart,Czech Republic,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9 ,4 ,1 ,0,0,0,0,0
Emanuel Pogatetz,Austria,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,1 ,0,0,0,0,0
Ken Reichel,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0
Jan Schlaudraff,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8 ,0,5 ,2 ,4 ,3 ,2 ,1 ,0,0,0,0,0
Marcel Schmelzer,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,1 ,0,0,0,0,0
Lasse Sobiech,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,1 ,0,0,0,0,0
Tobias Strobl,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0
Daniel Van Buyten,Belgium,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5 ,2 ,3 ,1 ,3 ,6 ,2 ,4 ,0,1 ,0,0,0,0,0
Niki Zimling,Denmark,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,1 ,0,0,0,0,0
Philipp Zulechner,Austria,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0
Dani Schahin,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8 ,0,0,0,0,0,0
Andreas Ivanschitz,Austria,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6 ,3 ,6 ,7 ,0,0,0,0,0,0
Stefan Reisinger,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 ,4 ,3 ,7 ,0,0,0,0,0,0
Luuk de Jong,Netherlands,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6 ,0,0,0,0,0,0
Marko Arnautović,Austria,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 ,6 ,5 ,0,0,0,0,0,0
Sebastian Polter,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,5 ,0,0,0,0,0,0
Timmy Simons,Belgium,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,4 ,5 ,0,0,0,0,0,0
Michel Bastos,Brazil,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4 ,0,0,0,0,0,0
Axel Bellinghausen,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,3 ,0,0,0,0,0,0
Igor de Camargo,Belgium,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7 ,5 ,3 ,0,0,0,0,0,0
Ciprian Marica,Romania,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,4 ,10 ,3 ,2 ,3 ,0,0,0,0,0,0
Teemu Pukki,Finland,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5 ,3 ,0,0,0,0,0,0
Ibrahim Afellay,Netherlands,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0,0
Dennis Aogo,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0,0,0,2 ,0,0,0,0,0,0
Adam Bodzek,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0,0,2 ,0,0,0,0,0,0
Mathis Bolly,Ivory Coast,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0,0
Timo Gebhart,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,2 ,0,2 ,0,0,0,0,0,0
André Hoffmann,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0,0
Ken Ilsø,Denmark,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0,0
Simon Kjær,Denmark,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,2 ,0,0,0,0,0,0
Jens Langeneke,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0,0
Thorben Marx,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,1 ,2 ,0,3 ,0,0,1 ,1 ,0,1 ,0,2 ,0,0,0,0,0,0
Nando Rafael,Angola,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,2 ,5 ,6 ,6 ,3 ,0,0,0,0,2 ,2 ,0,0,0,0,0,0
Nikolče Noveski,North Macedonia,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,2 ,0,0,0,0,2 ,0,2 ,0,0,0,0,0,0
Sérgio da Silva Pinto,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,3 ,4 ,4 ,5 ,1 ,2 ,0,0,0,0,0,0
Tobias Weis,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0,0
Philipp Wollscheid,Germany,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3 ,2 ,2 ,0,0,0,0,0,0
Joseph Akpala,Nigeria,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0,0
Ilir Azemi,Kosovo,Bundesliga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,0,0,0,0,0,0
