Marvan Atapattu,Sri Lanka,0,0,0,0,0,0,0,2,0,0,0,0
Chris Gayle,West Indies,0,0,0,0,0,0,0,1,0,0,1,0
Dennis Amiss,England,1,0,0,0,0,0,0,0,0,0,0,0
Glenn Turner,New Zealand,2,0,0,0,0,0,0,0,0,0,0,0
Keith Fletcher,England,1,0,0,0,0,0,0,0,0,0,0,0
Alan Turner,Australia,1,0,0,0,0,0,0,0,0,0,0,0
Clive Lloyd,West Indies,1,0,0,0,0,0,0,0,0,0,0,0
Aaron Finch,Australia,0,0,0,0,0,0,0,0,0,0,1,0
JP Duminy,South Africa,0,0,0,0,0,0,0,0,0,0,1,0
David Miller,South Africa,0,0,0,0,0,0,0,0,0,0,1,0
Lendl Simmons,West Indies,0,0,0,0,0,0,0,0,0,0,1,0
Moeen Ali,England,0,0,0,0,0,0,0,0,0,0,1,0
Marlon Samuels,West Indies,0,0,0,0,0,0,0,0,0,0,1,0
Shaiman Anwar,United Arab Emirates,0,0,0,0,0,0,0,0,0,0,1,0
Lahiru Thirimanne,Sri Lanka,0,0,0,0,0,0,0,0,0,0,1,0
Faf du Plessis,South Africa,0,0,0,0,0,0,0,0,0,0,1,0
Kyle Coetzer,Scotland,0,0,0,0,0,0,0,0,0,0,1,0
Ed Joyce,Ireland,0,0,0,0,0,0,0,0,0,0,1,0
Brendan Taylor,Zimbabwe,0,0,0,0,0,0,0,0,0,0,2,0
Glenn Maxwell,Australia,0,0,0,0,0,0,0,0,0,0,1,0
Mahmudullah Riyad,Bangladesh,0,0,0,0,0,0,0,0,0,0,2,0
Martin Guptill,New Zealand,0,0,0,0,0,0,0,0,0,0,2,0
Suresh Raina,India,0,0,0,0,0,0,0,0,0,0,1,0
William Porterfield,Ireland,0,0,0,0,0,0,0,0,0,0,1,0
Sarfraz Ahmed,Pakistan,0,0,0,0,0,0,0,0,0,0,1,0
Steve Smith,Australia,0,0,0,0,0,0,0,0,0,0,1,0
Gordon Greenidge,West Indies,0,1,1,0,0,0,0,0,0,0,0,0
Allan Lamb,England,0,0,1,0,0,0,0,0,0,0,0,0
David Gower,England,0,0,1,0,0,0,0,0,0,0,0,0
Trevor Chappell,Australia,0,0,1,0,0,0,0,0,0,0,0,0
Imran Khan,Pakistan,0,0,1,0,0,0,0,0,0,0,0,0
Kapil Dev,India,0,0,1,0,0,0,0,0,0,0,0,0
Zaheer Abbas,Pakistan,0,0,1,0,0,0,0,0,0,0,0,0
