Player,Country,1975,1979,1983,1987,1992,1996,1999,2003,2007,2011,2015,2019
Martin Snedden,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0
John Wright,New Zealand,0,0,0,2,0,0,0,0,0,0,0,0
Martin Crowe,New Zealand,0,0,0,1,6,0,0,0,0,0,0,0
Andrew Jones,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey Crowe,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0
Dipak Patel,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0
John Bracewell,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0
Ian Smith,New Zealand,0,0,0,1,0,0,0,0,0,0,0,0
Stephen Boock,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0
Ewen Chatfield,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0
Willie Watson,New Zealand,0,0,0,1,0,0,0,0,0,0,0,0
Robin Brown,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0
Ali Omarshah,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0
David Houghton,Zimbabwe,0,0,2,6,0,0,0,0,0,0,0,0
Andrew Pycroft,Zimbabwe,0,0,0,1,0,0,0,0,0,0,0,0
Kevin Curran,Zimbabwe,0,0,1,3,0,0,0,0,0,0,0,0
Andrew Waller,Zimbabwe,0,0,0,2,5,0,0,0,0,0,0,0
Grant Paterson,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0
Peter Rawson,Zimbabwe,0,0,0,1,0,0,0,0,0,0,0,0
Iain Butchart,Zimbabwe,0,0,0,1,0,0,0,0,0,0,0,0
Eddo Brandes,Zimbabwe,0,0,0,2,1,0,1,0,0,0,0,0
Athanasios Traicos,Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0
Mansoor Akhtar,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0
Ramiz Raja,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0
Saleem Malik,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0
Javed Miandad,Pakistan,0,0,3,0,0,0,0,0,0,0,0,0
Ijaz Ahmed,Pakistan,0,0,0,1,0,2,2,0,0,0,0,0
Imran Khan,Pakistan,0,0,3,1,4,0,0,0,0,0,0,0
Wasim Akram,Pakistan,0,0,0,4,0,0,6,1,0,0,0,0
Saleem Yousuf,Pakistan,0,0,0,1,0,0,0,0,0,0,0,0
Abdul Qadir,Pakistan,0,0,1,2,0,0,0,0,0,0,0,0
Tausif Ahmed,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0
Salim Jaffer,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0
Graham Gooch,England,0,4,0,0,0,0,0,0,0,0,0,0
Chris Broad,England,0,0,0,0,0,0,0,0,0,0,0,0
Tim Robinson,England,0,0,0,0,0,0,0,0,0,0,0,0
Mike Gatting,England,0,0,0,2,0,0,0,0,0,0,0,0
Allan Lamb,England,0,0,5,3,0,0,0,0,0,0,0,0
Derek Pringle,England,0,0,0,0,0,0,0,0,0,0,0,0
John Emburey,England,0,0,0,2,0,0,0,0,0,0,0,0
Paul Downton,England,0,0,0,0,0,0,0,0,0,0,0,0
Phillip De Freitas,England,0,0,0,1,0,3,0,0,0,0,0,0
Neil Foster,England,0,0,0,0,0,0,0,0,0,0,0,0
Gladstone Small,England,0,0,0,0,0,0,0,0,0,0,0,0
Geoff Marsh,Australia,0,0,0,4,1,0,0,0,0,0,0,0
David Boon,Australia,0,0,0,3,2,0,0,0,0,0,0,0
Dean Jones,Australia,0,0,0,9,3,0,0,0,0,0,0,0
Allan Border,Australia,0,0,0,0,0,0,0,0,0,0,0,0
Steve Waugh,Australia,0,0,0,4,1,2,6,0,0,0,0,0
Simon O'Donnell,Australia,0,0,0,0,0,0,0,0,0,0,0,0
Gregory Dyer,Australia,0,0,0,3,0,0,0,0,0,0,0,0
Peter Taylor,Australia,0,0,0,0,0,0,0,0,0,0,0,0
Craig McDermott,Australia,0,0,0,1,0,0,0,0,0,0,0,0
Tim May,Australia,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Reid,Australia,0,0,0,0,0,0,0,0,0,0,0,0
Malcolm Jarvis,Zimbabwe,0,0,0,0,1,0,0,0,0,0,0,0
Desmond Haynes,West Indies,0,1,0,1,2,0,0,0,0,0,0,0
Carlisle Best,West Indies,0,0,0,0,0,0,0,0,0,0,0,0
Richie Richardson,West Indies,0,0,0,3,2,1,0,0,0,0,0,0
Sir Viv Richards,West Indies,0,4,5,13,0,0,0,0,0,0,0,0
Gus Logie,West Indies,0,0,0,1,2,0,0,0,0,0,0,0
Roger Harper,West Indies,0,0,0,1,0,1,0,0,0,0,0,0
Carl Hooper,West Indies,0,0,0,0,1,0,0,0,0,0,0,0
Jeff Dujon,West Indies,0,0,1,0,0,0,0,0,0,0,0,0
Winston Benjamin,West Indies,0,0,0,0,0,0,0,0,0,0,0,0
Courtney Walsh,West Indies,0,0,0,0,0,0,0,0,0,0,0,0
Balfour Patterson,West Indies,0,0,0,0,0,0,0,0,0,0,0,0
Roshan Mahanama,Sri Lanka,0,0,0,1,0,0,0,0,0,0,0,0
Brendon Kuruppu,Sri Lanka,0,0,2,0,0,0,0,0,0,0,0,0
Asanka Gurusinha,Sri Lanka,0,0,0,2,0,11,0,0,0,0,0,0
Aravinda de Silva,Sri Lanka,0,0,0,1,0,7,0,7,0,0,0,0
Arjuna Ranatunga,Sri Lanka,0,0,0,2,2,2,1,0,0,0,0,0
Duleep Mendis,Sri Lanka,0,3,1,0,0,0,0,0,0,0,0,0
Ranjan Madugalle,Sri Lanka,0,0,2,1,0,0,0,0,0,0,0,0
Ravi Ratnayeke,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0
Ashantha De Mel,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0
Vinothen John,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0
Sangarange Anurasiri,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0
Kris Srikkanth,India,0,0,1,3,0,0,0,0,0,0,0,0
Sunil Gavaskar,India,0,0,0,4,0,0,0,0,0,0,0,0
Navjot Sidhu,India,0,0,0,10,0,0,0,0,0,0,0,0
Dillip Vengsarkar,India,0,0,0,5,0,0,0,0,0,0,0,0
Mohammad Azharuddin,India,0,0,0,1,1,1,2,0,0,0,0,0
Ravishankar Shastri,India,0,0,0,1,0,0,0,0,0,0,0,0
Kapil Dev,India,0,0,7,4,3,0,0,0,0,0,0,0
Manoj Prabhakar,India,0,0,0,0,0,0,0,0,0,0,0,0
Kiran More,India,0,0,0,0,1,0,0,0,0,0,0,0
Laxman Sivaramakrishnan,India,0,0,0,0,0,0,0,0,0,0,0,0
Maninder Singh,India,0,0,0,0,0,0,0,0,0,0,0,0
Ken Rutherford,New Zealand,0,0,0,4,3,0,0,0,0,0,0,0
Philip Simmons,West Indies,0,0,0,0,3,0,0,0,0,0,0,0
Eldine Baptiste,West Indies,0,0,0,0,0,0,0,0,0,0,0,0
Charles Athey,England,0,0,0,2,0,0,0,0,0,0,0,0
