Country,1934,1938,1950,1954,1958,1962,1966,1970,1974,1978,1982,1986,1990,1994,1998,2002,2006,2010,2014,2018,Total
North Korea,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,6
Northern Ireland,0,0,0,0,6,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,13
Norway,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,7
Paraguay,0,0,2,0,9,0,0,0,0,0,0,4,0,0,3,6,2,3,0,0,29
Peru,0,0,0,0,0,0,0,9,0,7,2,0,0,0,0,0,0,0,0,2,20
Poland,0,5,0,0,0,0,0,0,16,6,11,1,0,0,0,3,2,0,0,2,46
Portugal,0,0,0,0,0,0,17,0,0,0,0,2,0,0,0,6,7,7,4,6,49
Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,0,0,0,0,10
Romania,1,4,0,0,0,0,0,4,0,0,0,0,4,10,4,0,0,0,0,0,27
Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,2,11,24
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,2,11
Scotland,0,0,0,0,4,0,0,0,3,5,8,1,2,0,2,0,0,0,0,0,25
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,11
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4
Serbia and Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Slovakia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,5
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,11
South Korea,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2,8,3,6,3,3,34
Soviet Union,0,0,0,0,5,9,10,6,0,0,7,12,4,0,0,0,0,0,0,0,53
Spain,4,0,10,0,0,2,4,0,0,2,4,11,6,10,8,10,9,8,4,7,99
Sweden,4,11,11,0,12,0,0,2,7,1,0,0,3,15,0,5,3,0,0,6,80
Switzerland,5,5,4,11,0,2,1,0,0,0,0,0,0,5,0,0,4,1,7,5,50
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Tunisia,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,3,0,0,5,13
Turkey,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
Uruguay,0,0,15,16,0,4,2,4,1,0,0,2,2,0,0,4,0,11,4,7,72
USA,1,0,4,0,0,0,0,0,0,0,0,0,2,3,1,7,2,5,5,0,30
Wales,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Yugoslavia,0,0,7,2,7,10,0,0,12,0,2,0,8,0,5,0,0,0,0,0,53
